recall_id,title,organization,product_name,issue,category,updated_at,data_received_at,issue_category
76866,Century brand Flaked Light Tuna Hot & Spicy recalled due to undeclared wheat,CFIA,"Light Tuna Flakes in Hot & Spicy Sauce, Flaked Light Tuna Hot & Spicy Style or Light Tuna Flakes Hot & Spicy Style*",Wheat - Gluten,,2025-01-28,2025-06-20 15:13:01.237253,Canned
76111,Transport Canada Recall - 2024456 - BMW,TC,SUV recalled by BMW,Brakes,SUV,2025-01-28,2025-06-20 15:13:01.237253,Car
76868,Al-Watan brand Tahini recalled due to Salmonella,CFIA,Tahini,Salmonella,,2025-01-27,2025-06-20 15:13:01.237253,"Nuts, grains, and seeds"
76874,Transport Canada Recall - 2025024 - TOYOTA,TC,SUV recalled by TOYOTA,Fuel System,,2025-01-27,2025-06-20 15:13:01.237253,SUV
76875,Transport Canada Recall - 2025025 - WINNEBAGO INDUSTRIES,TC,RV Trailer recalled by WINNEBAGO INDUSTRIES,Accessories,,2025-01-27,2025-06-20 15:13:01.237253,RV Trailer
76876,Transport Canada Recall - 2025026 - ASTON MARTIN,TC,SUV recalled by ASTON MARTIN,Visual System,Car,2025-01-27,2025-06-20 15:13:01.237253,SUV
75091,Transport Canada Recall - 2024067 - BLUE BIRD,TC,School Bus recalled by BLUE BIRD,Lights And Instruments,,2025-01-27,2025-06-20 15:13:01.237253,School Bus
76850,Health Canada warns that infant self-feeding devices available on AliExpress.ca pose choking and aspiration hazards,Consumer product safety,Infant self-feeding devices,Choking hazard - Aspiration hazard,,2025-01-24,2025-06-20 15:13:01.237253,Household items
76847,Single Use Guide Sheath Kit,Medical devices,Single Use Guide Sheath Kit,Performance,,2025-01-23,2025-06-20 15:13:01.237253,Gastroenterology and urology
76579,Transport Canada Recall - 2024701 - HYUNDAI,TC,SUV recalled by HYUNDAI,High Voltage,Car,2025-01-23,2025-06-20 15:13:01.237253,SUV
76827,Tala Muse Battery Powered Portable Lamps recalled due to fire hazard,Consumer product safety,Tala Muse Battery Powered Portable Lamps,Fire hazard,,2025-01-23,2025-06-20 15:13:01.237253,Household items
76862,Transport Canada Recall - 2025017 - HONDA,TC,SUV recalled by HONDA,High Voltage,,2025-01-22,2025-06-20 15:13:01.237253,SUV
76859,Transport Canada Recall - 2025013 - FIAT CHRYSLER AUTOMOBILES,TC,Chassis Cab recalled by FIAT CHRYSLER AUTOMOBILES,Airbag,Light Truck & Van,2025-01-22,2025-06-20 15:13:01.237253,Chassis Cab
76860,Transport Canada Recall - 2025014 - GENERAL MOTORS,TC,SUV recalled by GENERAL MOTORS,Brakes,,2025-01-22,2025-06-20 15:13:01.237253,SUV
76856,Transport Canada Recall - 2025010 - KUBOTA CANADA LTD.,TC,Restricted-Use Vehicle recalled by KUBOTA CANADA LTD.,Suspension,,2025-01-22,2025-06-20 15:13:01.237253,Restricted-Use Vehicle
76863,Transport Canada Recall - 2025018 - PACCAR,TC,Truck - Med. & H.D. recalled by PACCAR,Powertrain,Med. & H.D.,2025-01-22,2025-06-20 15:13:01.237253,Truck
76865,Little Gourmet Organic brand Fruit & Veggie Oat Bars recalled due to yeast,CFIA,Fruit & Veggie Oat Bars,Non harmful (quality or spoilage),,2025-01-22,2025-06-20 15:13:01.237253,Other
76872,No Sugar Company brand Shellz Dark Chocolatey Peanut Crunch recalled due to improperly declared milk,CFIA,Shellz Dark Chocolatey Peanut Crunch,Milk,,2025-01-22,2025-06-20 15:13:01.237253,"Candy, confectionary, snacks and sweeteners"
76857,Transport Canada Recall - 2025011 - KIA,TC,SUV recalled by KIA,Lights And Instruments,,2025-01-22,2025-06-20 15:13:01.237253,SUV
76843,Cape Breton Oatcake Society brand Oatcakes - English Toffee recalled due to undeclared almond ,CFIA,Oatcakes - English Toffee ,Tree nut,,2025-01-22,2025-06-20 15:13:01.237253,"Candy, confectionary, snacks and sweeteners"
76854,Transport Canada Recall - 2025006 - VINFAST AUTO CANADA INC.,TC,SUV recalled by VINFAST AUTO CANADA INC.,Airbag,,2025-01-22,2025-06-20 15:13:01.237253,SUV
76853,Transport Canada Recall - 2025005 - BLUE BIRD,TC,School Bus recalled by BLUE BIRD,Lights And Instruments,,2025-01-22,2025-06-20 15:13:01.237253,School Bus
76852,Transport Canada Recall - 2025003 - KIA,TC,SUV recalled by KIA,Brakes,,2025-01-22,2025-06-20 15:13:01.237253,SUV
76846,Right Angle Valve Only and Inline Small Valve Only,Medical devices,Right Angle Valve Only and Inline Small Valve Only,Labelling and packaging,,2025-01-22,2025-06-20 15:13:01.237253,Neurology
76845,Specimen Collection Kit For The Fetal Fibronectin Test,Medical devices,Specimen Collection Kit For The Fetal Fibronectin Test,Performance,,2025-01-22,2025-06-20 15:13:01.237253,Microbiology
75043,Transport Canada Recall - 2024060 - GENERAL MOTORS,TC,Car recalled by GENERAL MOTORS,Lights And Instruments,Light Truck & Van - SUV - Truck - Med. & H.D.,2025-01-22,2025-06-20 15:13:01.237253,Car
76842,Essenz HLM,Medical devices,Essenz HLM,Performance,,2025-01-22,2025-06-20 15:13:01.237253,Cardiovascular
76676,Transport Canada Recall - 2024733 - BMW,TC,SUV recalled by BMW,Structure,,2025-01-22,2025-06-20 15:13:01.237253,SUV
76830,Semaglutide + Pyridoxine: produced with an unauthorized active pharmaceutical ingredient,Drugs and health products,Create Compounding Pharmacy - Semaglutide + Pyridoxine,Product quality,,2025-01-21,2025-06-20 15:13:01.237253,Drugs
76848,Transport Canada Recall - 2025001 - ALTEC INDUSTRIES,TC,Equipment recalled by ALTEC INDUSTRIES,Suspension,,2025-01-21,2025-06-20 15:13:01.237253,Equipment
76849,Transport Canada Recall - 2025019 - FOREST RIVER,TC,RV Trailer recalled by FOREST RIVER,Accessories,,2025-01-21,2025-06-20 15:13:01.237253,RV Trailer
75903,Certain brands of shell eggs recalled due to Salmonella,CFIA,Eggs,Salmonella,,2025-01-20,2025-06-20 15:13:01.237253,Eggs
76605,Transport Canada Recall - 2024695 - POLARIS,TC,Restricted-Use Vehicle recalled by POLARIS,Structure,,2025-01-20,2025-06-20 15:13:01.237253,Restricted-Use Vehicle
76844,Transport Canada Recall - 2025016 - JAGUAR,TC,Car recalled by JAGUAR,Visual System,,2025-01-20,2025-06-20 15:13:01.237253,Car
76841,Sweet Cream brand Mini Patisserie recalled due to Salmonella ,CFIA,Mini Patisserie,Salmonella,,2025-01-18,2025-06-20 15:13:01.237253,Other
76839,AK 96 and AK 98 Dialysis Machines,Medical devices,AK 96 and AK 98 Dialysis Machines,Performance,,2025-01-17,2025-06-20 15:13:01.237253,Gastroenterology and urology
76797,Lexmark specialty printers recalled due to fire hazard ,Consumer product safety,Lexmark specialty printers,Fire hazard,,2025-01-16,2025-06-20 15:13:01.237253,Electronics
76813,Northern Tool Adjustable Swivel Shop Stools with Backrests recalled due to fall hazard ,Consumer product safety,Northern Tool Adjustable Swivel Shop Stools with Backrests   ,Fall hazard,,2025-01-16,2025-06-20 15:13:01.237253,Household items
76826,Floating Wall Theater Entertainment Centers and Panels recalled due to injury hazard ,Consumer product safety,Manhattan Comfort Floating Wall Theater Entertainment Centers and Panels,Injury hazard,,2025-01-16,2025-06-20 15:13:01.237253,Household items
76836,Heartware Ventricular Assist System - Heartware Monitor,Medical devices,Heartware Ventricular Assist System - Heartware Monitor,Performance,,2025-01-16,2025-06-20 15:13:01.237253,General hospital and personal use
76837,Stryker Precision Thin Blade Attachments,Medical devices,Stryker Precision Thin Blade Attachments,Performance,,2025-01-16,2025-06-20 15:13:01.237253,Orthopaedics
76840,Transport Canada Recall - 2025009 - WINNEBAGO INDUSTRIES,TC,Motorhome recalled by WINNEBAGO INDUSTRIES,Accessories,,2025-01-16,2025-06-20 15:13:01.237253,Motorhome
74542,Transport Canada Recall - 2023589 - TOYOTA,TC,SUV recalled by TOYOTA,Electrical,,2025-01-15,2025-06-20 15:13:01.237253,SUV
76831,Xhibit Telemetry Receiver (Xtr),Medical devices,Xhibit Telemetry Receiver (Xtr),Performance,,2025-01-15,2025-06-20 15:13:01.237253,General hospital and personal use
76832,Vista 120 and Vista 120s,Medical devices,Vista 120 and Vista 120s,Performance,,2025-01-15,2025-06-20 15:13:01.237253,Cardiovascular
76838,Transport Canada Recall - 2025007 - MITSUBISHI FUSO,TC,Truck - Med. & H.D. recalled by MITSUBISHI FUSO,Suspension,Med. & H.D.,2025-01-15,2025-06-20 15:13:01.237253,Truck
76833,"Milka brand Bubbly Alpine Milk ""Chocolat"" recalled due to undeclared hazelnut",CFIA,"Bubbly Alpine Milk ""Chocolat""",Tree nut,,2025-01-14,2025-06-20 15:13:01.237253,"Candy, confectionary, snacks and sweeteners"
76835,Transport Canada Recall - 2024776 - FORD,TC,SUV recalled by FORD,Accessories,,2025-01-14,2025-06-20 15:13:01.237253,SUV
76829,Access PCT,Medical devices,Access PCT,Performance,,2025-01-14,2025-06-20 15:13:01.237253,Chemistry
75337,"Heartsine Samaritan PAD 360P, 500P, and 350P",Medical devices,"Heartsine Samaritan PAD 360P, 500P, and 350P",Performance,,2025-01-14,2025-06-20 15:13:01.237253,Cardiovascular
76828,Coloplast Biatain STD Alginate 10x10cm,Medical devices,Coloplast Biatain STD Alginate 10x10cm,Sterility,,2025-01-14,2025-06-20 15:13:01.237253,General and plastic surgery
66081,Transport Canada Recall - 2020391 - FORD,TC,SUV recalled by FORD,Airbag,,2025-01-13,2025-06-20 15:13:01.237253,SUV
71180,Transport Canada Recall - 2011348 - GENERAL MOTORS,TC,Car recalled by GENERAL MOTORS,Suspension,,2025-01-13,2025-06-20 15:13:01.237253,Car
76825,AG-Escitalopram: may contain blisters of the foreign product Tillomed Gabapentin 100mg capsule,Drugs and health products,AG-Escitalopram,Product quality,,2025-01-13,2025-06-20 15:13:01.237253,Drugs
76834,Transport Canada Recall - 2025004 - PRINX CHENGSHAN TIRE NORTH AMERICA,TC,Tire recalled by PRINX CHENGSHAN TIRE NORTH AMERICA,Tires,,2025-01-13,2025-06-20 15:13:01.237253,Tire
76823,Transport Canada Recall - 2024783 - POLARIS,TC,Motorcycle recalled by POLARIS,Lights And Instruments,,2025-01-10,2025-06-20 15:13:01.237253,Motorcycle
75142,Transport Canada Recall - 2024102 - BLUE BIRD,TC,School Bus recalled by BLUE BIRD,Brakes,,2025-01-09,2025-06-20 15:13:01.237253,School Bus
76798,Techno Square Flip Top Torch Lighters recalled due to potential fire hazard,Consumer product safety,Techno Square Flip Top Torch Lighters,Burn hazard - Fire hazard,,2025-01-09,2025-06-20 15:13:01.237253,Household items
76807,HTRC C240 Battery Chargers recalled due to fire and burn hazards,Consumer product safety,HTRC C240 Battery Chargers,Fire hazard - Burn hazard,,2025-01-09,2025-06-20 15:13:01.237253,Electronics
76811,"Vitros®  5600, 3600 and XT Systems",Medical devices,"Vitros®  5600, 3600 and XT Systems",Performance,,2025-01-09,2025-06-20 15:13:01.237253,Chemistry
76812,"ETHIBOND EXCEL® , ETHIBOND®, PERMAHAND®, PROLENE® sutures",Medical devices,"ETHIBOND EXCEL® , ETHIBOND®, PERMAHAND®, PROLENE® sutures",Sterility,,2025-01-09,2025-06-20 15:13:01.237253,General and plastic surgery
76816,Transport Canada Recall - 2024775 - KIA,TC,SUV recalled by KIA,Seats And Restraints,,2025-01-09,2025-06-20 15:13:01.237253,SUV
76819,Transport Canada Recall - 2024780 - FORD,TC,Light Truck & Van recalled by FORD,Fuel System,Truck - Med. & H.D.,2025-01-09,2025-06-20 15:13:01.237253,Light Truck & Van
76809,Digital Telemetry System,Medical devices,Digital Telemetry System,Performance,,2025-01-08,2025-06-20 15:13:01.237253,General hospital and personal use
76808,Eclipse™ Pro and Eclipse™ Mini ,Medical devices,Eclipse™ Pro and Eclipse™ Mini ,Labelling and packaging,,2025-01-08,2025-06-20 15:13:01.237253,Cardiovascular
76805,Infinity® Centralstation Wide,Medical devices,Infinity® Centralstation Wide,Performance,,2025-01-08,2025-06-20 15:13:01.237253,General hospital and personal use
76806,Hot AXIOS™ Stent and Electrocautery Enhanced Delivery System,Medical devices,Hot AXIOS™ Stent and Electrocautery Enhanced Delivery System,Performance,,2025-01-08,2025-06-20 15:13:01.237253,Gastroenterology and urology
76464,Transport Canada Recall - 2024632 - MACK,TC,Truck - Med. & H.D. recalled by MACK,Brakes,Med. & H.D.,2025-01-07,2025-06-20 15:13:01.237253,Truck
76465,Transport Canada Recall - 2024633 - VOLVO TRUCKS,TC,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Brakes,Med. & H.D.,2025-01-07,2025-06-20 15:13:01.237253,Truck
76799,Health Canada warns that FLIKRFIRE Tabletop Fireplaces may pose a flame jetting and fire hazard,Consumer product safety,FLIKRFIRE Tabletop Fireplaces,Fire hazard,,2025-01-07,2025-06-20 15:13:01.237253,Household items
76800,JAMP-Escitalopram: may contain blisters of the foreign product Tillomed Gabapentin 100mg capsule,Drugs and health products,JAMP - ESCITALOPRAM 20mg,Product quality,,2025-01-07,2025-06-20 15:13:01.237253,Drugs
76801,SoKINOX™ NO Delivering And Monitoring System,Medical devices,SoKINOX™ NO Delivering And Monitoring System,Labelling and packaging,,2025-01-07,2025-06-20 15:13:01.237253,Anaesthesiology
76802,VACUETTE® Sample Transfer Unit,Medical devices,VACUETTE® Sample Transfer Unit,Performance,,2025-01-07,2025-06-20 15:13:01.237253,General hospital and personal use
76803,QUETIAPINE XR :  Affected lots may exceed the established acceptable intake limit for N-nitroso-desalkyl-quetiapine (NNAP),Drugs and health products,QUETIAPINE XR,Product quality,,2025-01-07,2025-06-20 15:13:01.237253,Drugs
76804,Zeus® Infinity® Empowered,Medical devices,Zeus® Infinity® Empowered,Performance,,2025-01-07,2025-06-20 15:13:01.237253,Anaesthesiology
76810,Transport Canada Recall - 2024785 - SPARTAN FIRE,TC,Truck - Med. & H.D. recalled by SPARTAN FIRE,Electrical,Med. & H.D.,2025-01-07,2025-06-20 15:13:01.237253,Truck
76209,Transport Canada Recall - 2024533 - HARLEY-DAVIDSON,TC,Motorcycle recalled by HARLEY-DAVIDSON,Electrical,,2025-01-06,2025-06-20 15:13:01.237253,Motorcycle
76382,Transport Canada Recall - 2024597 - PIRELLI,TC,Tire recalled by PIRELLI,Tires,,2025-01-06,2025-06-20 15:13:01.237253,Tire
76795,AnchorFast Oral Endotracheal Tube Fastener,Medical devices,AnchorFast Oral Endotracheal Tube Fastener,Performance,,2025-01-03,2025-06-20 15:13:01.237253,Anaesthesiology
76796,Thunderbeat Type S Hand Instruments,Medical devices,Thunderbeat Type S Hand Instruments,Performance,,2025-01-03,2025-06-20 15:13:01.237253,Obstetrics and gynaecology
76794,Nobel Biocare N1 TiUltra TCC NP,Medical devices,Nobel Biocare N1 TiUltra TCC NP,Sterility,,2025-01-03,2025-06-20 15:13:01.237253,Dental
76788,HemosIL Heparin Calibrators,Medical devices,HemosIL Heparin Calibrators,Performance,,2025-01-02,2025-06-20 15:13:01.237253,Chemistry
76789,BD PCR Cartridges 24,Medical devices,BD PCR Cartridges 24,Performance,,2025-01-02,2025-06-20 15:13:01.237253,Microbiology
76790,Evangeline Biostimulator,Medical devices,Evangeline Biostimulator,Unauthorised device,,2025-01-02,2025-06-20 15:13:01.237253,Medical devices
76792,IP DAB Chromogen Kit 80 mL,Medical devices,IP DAB Chromogen Kit 80 mL,Performance,,2025-01-02,2025-06-20 15:13:01.237253,Pathology
76793,Demsun A36 cyanoacrylate adhesive and activator recalled due to improper packaging and labelling,Consumer product safety,Demsun A36 cyanoacrylate adhesive and activator,Labelling and packaging,,2025-01-02,2025-06-20 15:13:01.237253,Chemicals
76780,Nice Dream vibrating bullet with remote ring recalled due to injury hazard ,Consumer product safety,Nice Dream vibrating bullet with remote ring,Injury hazard,,2025-01-02,2025-06-20 15:13:01.237253,Electronics
76779,Single Use Mechanical Lithotriptor V,Medical devices,Single Use Mechanical Lithotriptor V,Performance,,2024-12-31,2025-06-20 15:13:01.237253,Gastroenterology and urology
76791,President's Choice brand Mediterranean Sea Salts and Himalayan Pink Rock Salts recalled due to pieces of plastic,CFIA,"Mediterranean Sea Salts, Himalayan Pink Rock Salts",Extraneous Material,,2024-12-31,2025-06-20 15:13:01.237253,Herbs and spices
76778,Level 1® I.V. Pole With Flanking Brackets,Medical devices,Level 1® I.V. Pole With Flanking Brackets,Device compatibility,,2024-12-31,2025-06-20 15:13:01.237253,General hospital and personal use
76777,GE Healthcare Nuclear Medicine Systems,Medical devices,GE Healthcare Nuclear Medicine Systems,Performance,,2024-12-31,2025-06-20 15:13:01.237253,Radiology
76774,Brivo NM 615 - Main Unit,Medical devices,Brivo NM 615 - Main Unit,Performance,,2024-12-31,2025-06-20 15:13:01.237253,Radiology
76782,Transport Canada Recall - 2024765 - FIAT CHRYSLER AUTOMOBILES,TC,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Lights And Instruments,,2024-12-30,2025-06-20 15:13:01.237253,Light Truck & Van
76787,Transport Canada Recall - 2024774 - NEWELL INDUSTRIES CANADA LTD.,TC,Child Car Seat recalled by NEWELL INDUSTRIES CANADA LTD.,Other,,2024-12-30,2025-06-20 15:13:01.237253,Child Car Seat
76786,Transport Canada Recall - 2024773 - NEWELL INDUSTRIES CANADA LTD.,TC,Child Car Seat recalled by NEWELL INDUSTRIES CANADA LTD.,Other,,2024-12-30,2025-06-20 15:13:01.237253,Child Car Seat
76785,Transport Canada Recall - 2024772 - CANADIAN MOTOR IMPORT INC.,TC,Restricted-Use Vehicle recalled by CANADIAN MOTOR IMPORT INC.,Powertrain,,2024-12-30,2025-06-20 15:13:01.237253,Restricted-Use Vehicle
76784,Transport Canada Recall - 2024771 - LAMBORGHINI,TC,Car recalled by LAMBORGHINI,Engine,,2024-12-30,2025-06-20 15:13:01.237253,Car
76783,Transport Canada Recall - 2024768 - NEWELL INDUSTRIES CANADA LTD.,TC,Child Car Seat recalled by NEWELL INDUSTRIES CANADA LTD.,Other,,2024-12-30,2025-06-20 15:13:01.237253,Child Car Seat
76773,Smartdrive Mx2+ Power Assist,Medical devices,Smartdrive Mx2+ Power Assist,Performance,,2024-12-30,2025-06-20 15:13:01.237253,Physical medicine
76776,"Iris X80, X90, and PXL Intra-Oral Cameras",Medical devices,"Iris X80, X90, and PXL Intra-Oral Cameras",Unauthorised device,General hospital and personal use,2024-12-30,2025-06-20 15:13:01.237253,General and plastic surgery
76775,PMS-CINACALCET: Affected lots may exceed the established acceptable intake limit for N-nitroso-cinacalcet.,Drugs and health products,"PMS-CINACALCET Tablets (30MG, 60 MG, 90 MG) ",Product safety,,2024-12-30,2025-06-20 15:13:01.237253,Drugs
76772,Panther Fusion® GBS Assay,Medical devices,Panther Fusion® GBS Assay,Performance,,2024-12-30,2025-06-20 15:13:01.237253,Microbiology
76771,Azurion and Allura Systems,Medical devices,Azurion and Allura Systems,Performance,,2024-12-30,2025-06-20 15:13:01.237253,Radiology
76770,Idylla Instrument,Medical devices,Idylla Instrument,Performance,,2024-12-30,2025-06-20 15:13:01.237253,Chemistry
76769,Coloplast Catheters,Medical devices,Coloplast Catheters,Labelling and packaging - Sterility,General and plastic surgery,2024-12-30,2025-06-20 15:13:01.237253,Gastroenterology and urology
76768,Forceps/Irrigation Plug,Medical devices,Forceps/Irrigation Plug,Device compatibility,,2024-12-27,2025-06-20 15:13:01.237253,Gastroenterology and urology
76699,PIEPS Pro IPS Avalanche Transceivers recalled due to a risk of signal transmission failure during emergencies,Consumer product safety,PIEPS Pro IPS avalanche transceivers,Injury hazard,,2024-12-24,2025-06-20 15:13:01.237253,Sports and fitness
76729,Mother and Baby Plush Toys recalled due to choking hazard ,Consumer product safety,Mother and Baby Plush Toys,Choking hazard,,2024-12-24,2025-06-20 15:13:01.237253,Toys and games
76755,Neo-Tee T-Piece Resuscitator,Medical devices,Neo-Tee T-Piece Resuscitator,Performance,,2024-12-24,2025-06-20 15:13:01.237253,Anaesthesiology
76759,QAngio XA 3D,Medical devices,QAngio XA 3D,Performance,,2024-12-24,2025-06-20 15:13:01.237253,General hospital and personal use
76767,Certain Fromagerie des Grondines cheeses recalled due to possible presence of generic E. coli and Staphylococcus aureus,CFIA,Cheese,E. Coli - non-pathogenic - Staphylococcus aureus,,2024-12-24,2025-06-20 15:13:01.237253,Dairy
76763,Transport Canada Recall - 2024745 - DAIMLER TRUCK NORTH AMERICA,TC,Truck - Med. & H.D. recalled by DAIMLER TRUCK NORTH AMERICA,Visual System,Med. & H.D.,2024-12-23,2025-06-20 15:13:01.237253,Truck
76760,Heavenfull brand Brownie Skillet with Vanilla Ice Cream recalled due to pieces of plastic (nitrile),CFIA,Brownie Skillet with Vanilla Ice Cream,Extraneous Material,,2024-12-23,2025-06-20 15:13:01.237253,"Candy, confectionary, snacks and sweeteners"
76764,Transport Canada Recall - 2024764 - PEG PEREGO,TC,Child Car Seat recalled by PEG PEREGO,Label,,2024-12-23,2025-06-20 15:13:01.237253,Child Car Seat
76766,Transport Canada Recall - 2024770 - HONDA,TC,Car recalled by HONDA,Fuel System,,2024-12-23,2025-06-20 15:13:01.237253,Car
76761,"Sweet Fix brand chocolate bars recalled due to undeclared wheat, sesame and milk ",CFIA,Chocolate bars,Gluten - Wheat - Sesame seeds - Milk,,2024-12-23,2025-06-20 15:13:01.237253,"Candy, confectionary, snacks and sweeteners"
76762,Transport Canada Recall - 2024736 - PEG PEREGO,TC,Child Car Seat recalled by PEG PEREGO,Label,,2024-12-23,2025-06-20 15:13:01.237253,Child Car Seat
76754,Jamp Amoxi Clav Suspension; Out of specification,Drugs and health products,Jamp Amoxi Clav Suspension,Product quality,,2024-12-23,2025-06-20 15:13:01.237253,Drugs
76730,FLAGAV Play Mat recalled due to choking hazard,Consumer product safety,"FLAGAV 79 x 59 inch Play Mat with roads, hot air balloons and Ferris wheels, and truck graphic designs",Choking hazard,,2024-12-23,2025-06-20 15:13:01.237253,Toys and games
76716,Souris Verte brand household alcohol recalled due to a risk of aspiration and the lack of child-resistant packaging,Consumer product safety,Souris Verte brand household alcohol,Aspiration hazard,,2024-12-23,2025-06-20 15:13:01.237253,Chemicals
76580,Transport Canada Recall - 2024687 - FORD,TC,SUV recalled by FORD,Engine,SUV,2024-12-23,2025-06-20 15:13:01.237253,Light Truck & Van
76731,VEVOR Baby Gate recalled due to entrapment hazard  ,Consumer product safety,VEVOR Baby Gate,Entrapment hazard,,2024-12-23,2025-06-20 15:13:01.237253,Household items
76750,Certain Taylor Shellfish Canada ULC brand Oysters recalled due to norovirus,CFIA,Certain oysters,Norovirus,,2024-12-21,2025-06-20 15:13:01.237253,Fresh
76751,Transport Canada Recall - 2024766 - FIAT CHRYSLER AUTOMOBILES,TC,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Visual System,,2024-12-20,2025-06-20 15:13:01.237253,SUV
76758,8 Cakes brand Pistachio Knafeh recalled due to undeclared wheat ,CFIA,Pistachio Knafeh,Wheat,,2024-12-20,2025-06-20 15:13:01.237253,"Candy, confectionary, snacks and sweeteners"
76752,Transport Canada Recall - 2024767 - FIAT CHRYSLER AUTOMOBILES,TC,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Brakes,SUV,2024-12-20,2025-06-20 15:13:01.237253,Car
76753,"Pangea Shellfish & Seafood Co., Inc. brand Pacific Oysters - Pickering Passage recalled due to Norovirus ",CFIA,Pacific Oysters - Pickering Passage,Norovirus,,2024-12-20,2025-06-20 15:13:01.237253,Fish and seafood
76735,Century brand Flaked Light Tuna Hot & Spicy Style recalled due to undeclared gluten,CFIA,Flaked Light Tuna Hot & Spicy Style,Gluten,,2024-12-20,2025-06-20 15:13:01.237253,Fish and seafood
76728,TEVA-Codeine Tablets: out of specification on friability test (broken tablet) during stability testing for affected lots. ,Drugs and health products,TEVA-Codeine Tablets,Product safety,,2024-12-20,2025-06-20 15:13:01.237253,Drugs
76711,Unbranded Blue Beam Laser Pointer and JD-303 Green Laser Pointer recalled due to eye injury hazard ,Consumer product safety,Unbranded Blue Beam Laser Pointer and JD-303 Green Laser Pointer,Injury hazard,,2024-12-20,2025-06-20 15:13:01.237253,Electronics
76740,Transport Canada Recall - 2024750 - GRAND DESIGN RV,TC,RV Trailer recalled by GRAND DESIGN RV,Structure,,2024-12-19,2025-06-20 15:13:01.237253,RV Trailer
76749,Transport Canada Recall - 2024759 - SUZUKI,TC,Minibike/ Moped /Scooter recalled by SUZUKI,Fuel System,,2024-12-19,2025-06-20 15:13:01.237253,Minibike/ Moped /Scooter
76748,Transport Canada Recall - 2024758 - FOREST RIVER,TC,RV Trailer recalled by FOREST RIVER,Accessories,,2024-12-19,2025-06-20 15:13:01.237253,RV Trailer
76747,Transport Canada Recall - 2024757 - ROADTREK,TC,Motorhome recalled by ROADTREK,Seats And Restraints,,2024-12-19,2025-06-20 15:13:01.237253,Motorhome
76746,Transport Canada Recall - 2024756 - HARLEY-DAVIDSON,TC,Motorcycle recalled by HARLEY-DAVIDSON,Label,,2024-12-19,2025-06-20 15:13:01.237253,Motorcycle
76745,Transport Canada Recall - 2024755 - GENERAL MOTORS,TC,SUV recalled by GENERAL MOTORS,Other,,2024-12-19,2025-06-20 15:13:01.237253,SUV
76744,Transport Canada Recall - 2024754 - FIAT CHRYSLER AUTOMOBILES,TC,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Structure,,2024-12-19,2025-06-20 15:13:01.237253,SUV
76743,Transport Canada Recall - 2024753 - FIAT CHRYSLER AUTOMOBILES,TC,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Lights And Instruments,,2024-12-19,2025-06-20 15:13:01.237253,SUV
76742,Transport Canada Recall - 2024752 - POLARIS,TC,Motorcycle recalled by POLARIS,Lights And Instruments,,2024-12-19,2025-06-20 15:13:01.237253,Motorcycle
76741,Transport Canada Recall - 2024751 - KIA,TC,SUV recalled by KIA,Fuel System,,2024-12-19,2025-06-20 15:13:01.237253,SUV
76724,DLP™ Elongated One Piece Arterial Cannulae,Medical devices,DLP™ Elongated One Piece Arterial Cannulae,Labelling and packaging,,2024-12-19,2025-06-20 15:13:01.237253,Cardiovascular
76739,Transport Canada Recall - 2024749 - OSHKOSH CORPORATION,TC,Truck - Med. & H.D. recalled by OSHKOSH CORPORATION,Fuel System,Med. & H.D.,2024-12-19,2025-06-20 15:13:01.237253,Truck
76738,Transport Canada Recall - 2024748 - DIEMO MACHINE WORKS INC,TC,Light Trailer recalled by DIEMO MACHINE WORKS INC,Structure,,2024-12-19,2025-06-20 15:13:01.237253,Light Trailer
76737,Transport Canada Recall - 2024747 - FIAT CHRYSLER AUTOMOBILES,TC,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Lights And Instruments,,2024-12-19,2025-06-20 15:13:01.237253,SUV
76736,Transport Canada Recall - 2024744 - PACCAR,TC,Truck - Med. & H.D. recalled by PACCAR,Brakes,Med. & H.D.,2024-12-19,2025-06-20 15:13:01.237253,Truck
76723,Vitros® Chemistry Products System - DGXN Slides (Digoxin),Medical devices,Vitros® Chemistry Products System - DGXN Slides (Digoxin),Labelling and packaging,,2024-12-19,2025-06-20 15:13:01.237253,Chemistry
76722,Biodesign® Hiatal Hernia Graft,Medical devices,Biodesign® Hiatal Hernia Graft,Labelling and packaging,,2024-12-19,2025-06-20 15:13:01.237253,General and plastic surgery
76720,Medtronic Fixator Pins - Stainless Steel,Medical devices,Fixator Pins - Stainless Steel,Device compatibility,,2024-12-19,2025-06-20 15:13:01.237253,Orthopaedics
76696,SKIL PWR Core 40™ Lithium 5.0Ah 40V Battery Packs recalled due to potential fire and burn hazard,Consumer product safety,SKIL PWR Core 40™ Lithium 5.0Ah 40V Battery Packs,Burn hazard - Fire hazard,,2024-12-19,2025-06-20 15:13:01.237253,Tools and accessories
